ID,Name,Lat,Lon,Archive,Proxy,minYear,maxYear,Resolution,Include in composite,First Author,Publication Year,DOI
Asia_101,Asia-MUNATG,-5.5,123,tree,TRW,1565,2005,  1,yes,Cook,,[]
Asia_125,Asia-MURKJT,40.17,72.58,tree,TRW,1157,1995,  1,yes,Esper,,[]
Asia_207,Asia-MUSPIG,35.5,74.75,tree,TRW,1362,2007,  1,yes,,,[]
Asia_325,Asia-Middlereache.Zhang.1980,30.5,114.5,documents,historic,1470,1960, 10,yes,Zhang,1980,[]
Asia_138,Asia-NANENG,42.15,79.45,tree,TRW,1528,2005,  1,yes,Solomina,,[]
Asia_105,Asia-NARANG,10.18,76.87,tree,TRW,1481,2003,  1,yes,Borgaonkar,,[]
Asia_104,Asia-NARKAB,31.2,77.23,tree,TRW,1590,1990,  1,yes,Borgaonkar,,[]
Asia_026,Asia-NASPTD,27.67,90.73,tree,TRW,1454,2003,  1,yes,Cook,,[]
Asia_208,Asia-NLTJUE,36.15,74.18,tree,TRW,1497,2009,  1,yes,,,[]
Asia_209,Asia-NLTPCS,36.15,74.18,tree,TRW,1387,2005,  1,yes,,,[]
Asia_216,Asia-NOGSAK,51.83,143.13,tree,TRW,1570,2003,  1,yes,,,[]
Asia_223,Asia-NYINJT,29.62,94.67,tree,TRW,1568,1993,  1,yes,,,[]
Asia_113,Asia-ONB,43.22,145.47,tree,TRW,1511,1998,  1,yes,Yasue,,[]
Asia_153,Asia-ONONLS,48.83,111.68,tree,TRW,1576,2001,  1,yes,Cook,,[]
Asia_154,Asia-OVOOLS,49.87,91.43,tree,TRW,1249,1998,  1,yes,Cook,,[]
Asia_033,Asia-PEMBSP,27.25,89.38,tree,TRW,1484,2005,  1,yes,Cook,,[]
Asia_027,Asia-PHUMTD,27.7,90.77,tree,TRW,1520,2003,  1,yes,Cook,,[]
Asia_072,Asia-PTCYUN,27.37,99.37,tree,TRW,1498,2007,  1,yes,,,[]
Asia_305,Asia-Puruogangri.Thompson.2006,33.9167,89.0833,glacier ice,d18O,5,1995, 10,yes,Thompson,2006,'10.3189/172756406781812357'
Asia_221,Asia-QAMDJT,31.12,97.03,tree,TRW,449,2004,  1,yes,,,[]
Asia_218,Asia-QAMDPB,31.12,97.03,tree,TRW,1406,1994,  1,yes,,,[]
Asia_093,Asia-QML,33.8,96.13,tree,TRW,1480,2002,  1,yes,Shao,,[]
Asia_067,Asia-QUMAJP,33.8,96.13,tree,TRW,1480,2002,  1,yes,,,[]
Asia_177,Asia-RACHAS,27.73,87.2,tree,TRW,1509,1996,  1,yes,Krusic,,[]
Asia_103,Asia-RANGCD,33.08,76.43,tree,TRW,1388,2002,  1,yes,,,[]
Asia_224,Asia-RETIJT,30.3,91.52,tree,TRW,1080,1998,  1,yes,,,[]
Asia_219,Asia-RIWOPB,31.23,96.48,tree,TRW,1547,1994,  1,yes,,,[]
Asia_063,Asia-SANGTS,33.65,107.8,tree,TRW,1575,1992,  1,yes,,,[]
Asia_210,Asia-SAT1JU,35.17,75.5,tree,TRW,1412,1993,  1,yes,Esper,2006,'10.1007/s00468-006-0104-0'
Asia_211,Asia-SAT2JU,35.17,75.5,tree,TRW,736,1993,  1,yes,Esper,2006,'10.1007/s00468-006-0104-0'
Asia_212,Asia-SAT3JU,35.17,75.5,tree,TRW,388,1993,  1,yes,Esper,2006,'10.1007/s00468-006-0104-0'
Asia_049,Asia-SHENJP,37,98.08,tree,TRW,840,1993,  1,yes,Sheppard,,[]
Asia_132,Asia-SHIESP,39.83,71.5,tree,TRW,1340,1995,  1,yes,,,[]
Asia_130,Asia-SHIYAT,39.83,71.5,tree,TRW,870,1995,  1,yes,,,[]
Asia_114,Asia-SJT,35.73,138.22,tree,TRW,1540,2001,  1,yes,Yasue,,[]
Asia_076,Asia-SMASLY,27.62,99.8,tree,TRW,1516,2007,  1,yes,Cook,,[]
Asia_335,Asia-SO9039KGSO1.Munz.2015,24.8333,65.9167,marine sediment,foraminifera,-117,1989,  8,yes,Munz,2015,'10.1177/0959683615591357'
Asia_155,Asia-SODAPS,48.3,98.93,tree,TRW,46,1999,  1,yes,,,[]
Asia_156,Asia-SPKRLS,49.38,94.88,tree,TRW,1432,1998,  1,yes,Cook,,[]
Asia_157,Asia-SUBALS,47.27,100.03,tree,TRW,1363,1999,  1,yes,Jacoby,,[]
Asia_158,Asia-SUMELS,47.43,100.42,tree,TRW,1557,2002,  1,yes,Jacoby,,[]
Asia_230,Asia-SourthandMid.Demezhko.2007,55,59.5,borehole,borehole,800,1950, 50,no,Demezhko,2007,[]
Asia_319,Asia-SouthChina.Wang.1998,23,114,documents,historic,1500,1960, 10,yes,Wang,1998,[]
Asia_038,Asia-TANSIC,30.23,100.27,tree,TRW,1306,2007,  1,yes,Cook,,[]
Asia_056,Asia-TDAXJP,34.78,100.8,tree,TRW,1340,2002,  1,yes,,,[]
Asia_057,Asia-TDBXJP,34.78,100.82,tree,TRW,1400,2002,  1,yes,,,[]
Asia_166,Asia-TERELJ,47.95,107.45,tree,TRW,1590,2002,  1,yes,Jacoby,,[]
Asia_065,Asia-TIANMU,30.33,119.43,tree,TRW,1590,2007,  1,yes,,,[]
Asia_094,Asia-TJ1,37.32,98.4,tree,TRW,943,2003,  1,yes,Shao,,[]
Asia_213,Asia-TKACDD,35,70.78,tree,TRW,1569,2007,  1,yes,,,[]
Asia_115,Asia-TKC,43.5,143.2,tree,TRW,1487,1997,  1,yes,Yasue,,[]
Asia_036,Asia-TSHEPS,27.45,90.15,tree,TRW,1456,2005,  1,yes,Cook,,[]
Asia_037,Asia-TSHETD,27.45,90.15,tree,TRW,1582,2006,  1,yes,Cook,,[]
Asia_116,Asia-TSO,44.95,142.12,tree,TRW,1500,1991,  1,yes,Yasue,,[]
Asia_159,Asia-TUCHLS,49.7,91.55,tree,TRW,1570,1995,  1,yes,Schweingruber,,[]
Asia_008,Asia-Tut2.Magda.2011,50.12,87.92,tree,TRW,1554,2000,  1,yes,Magda,2011,'10.1134/S1995425511070034'
Asia_021,Asia-UKHEWD,50.15,85.37,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4707'
Asia_019,Asia-UKHEWW,50.15,85.37,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4707'
Asia_022,Asia-UKHLWD,50.15,85.37,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4707'
Asia_020,Asia-UKHLWW,50.15,85.37,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4707'
Asia_023,Asia-UKHMND,50.15,85.37,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4707'
Asia_024,Asia-UKHMXD,50.15,85.37,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4707'
Asia_018,Asia-UKHTRW,50.15,85.37,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4707'
Asia_134,Asia-ULKEPS,43.35,77.35,tree,TRW,1570,2001,  1,yes,,,[]
Asia_160,Asia-UNDULS,48.98,103.22,tree,TRW,1511,2002,  1,yes,Jacoby,,[]
Asia_014,Asia-UULEWD,50.48,87.65,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4305'
Asia_012,Asia-UULEWW,50.48,87.65,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4305'
Asia_015,Asia-UULLWD,50.48,87.65,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4305'
Asia_013,Asia-UULLWW,50.48,87.65,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4305'
Asia_016,Asia-UULMND,50.48,87.65,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4305'
Asia_017,Asia-UULMXD,50.48,87.65,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4305'
Asia_011,Asia-UULTRW,50.48,87.65,tree,TRW,1581,1994,  1,yes,Schweingruber,,'www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:4305'
Asia_009,Asia-Ugla.Panyushkina.2005,50.48,87.67,tree,TRW,1550,1995,  1,yes,Panyushkina,2005,'10.3959/1536-1098-61.1.33'
Asia_010,Asia-Ulagan.Magda.2011,50.68,87.97,tree,TRW,1555,2000,  1,yes,Magda,2011,'10.1134/S1995425511070034'
Asia_073,Asia-WEXYUN,27.33,99.3,tree,TRW,1348,2007,  1,yes,Cook,,[]
Asia_095,Asia-WL1,37.03,98.63,tree,TRW,857,2003,  1,yes,Shao,,[]
Asia_096,Asia-WL2,37.03,98.67,tree,TRW,845,2001,  1,yes,Shao,,[]
Asia_097,Asia-WL3,36.75,98.22,tree,TRW,681,2001,  1,yes,Shao,,[]
Asia_098,Asia-WL4,36.68,98.42,tree,TRW,900,2001,  1,yes,Shao,,[]
Asia_066,Asia-WULANJ,37.03,98.68,tree,TRW,150,2000,  1,yes,,,[]
Asia_042,Asia-WXIYUN,27.33,99.3,tree,TRW,1348,2007,  1,yes,Cook,,[]
Asia_039,Asia-XCHSIC,28.98,99.93,tree,TRW,1380,2007,  1,yes,Cook,,[]
Asia_070,Asia-XIANGC,28.9,99.75,tree,TRW,1452,2007,  1,yes,Cook,,[]
Asia_129,Asia-XJTCJT,39.83,71.5,tree,TRW,694,1995,  1,yes,,,[]
Asia_181,Asia-YAKHTD,27.83,88.02,tree,TRW,1500,1999,  1,yes,Krusic,,[]
Asia_118,Asia-YKA,30.37,130.53,tree,TRW,1080,2002,  1,yes,Yasue,,[]
Asia_119,Asia-YKC,30.33,130.45,tree,TRW,1141,2005,  1,yes,Yasue,,[]
Asia_117,Asia-YKCOM,30.37,130.53,tree,TRW,1080,2005,  1,yes,Yasue,,[]
Asia_111,Asia-YKS,30.33,130.5,tree,TRW,1,1999,  1,yes,Kimura,,[]
Asia_214,Asia-ZACCDD,35.35,71.8,tree,TRW,1472,2005,  1,yes,,,[]
Asia_028,Asia-ZACHTD,27.7,90.68,tree,TRW,1481,2003,  1,yes,Cook,,[]
Asia_099,Asia-ZD31,32.67,95.72,tree,TRW,1290,2006,  1,yes,Shao,,[]
Asia_069,Asia-ZHANGX,34.63,104.47,tree,TRW,1568,2006,  1,yes,,,[]
Asia_100,Asia-ZHD,33.72,96.28,tree,TRW,1374,2002,  1,yes,Shao,,[]
Asia_068,Asia-ZHIDJP,33.72,96.28,tree,TRW,1374,2002,  1,yes,,,[]
Asia_161,Asia-ZMGLPS,48.25,97.4,tree,TRW,1516,1998,  1,yes,Cook,,[]
Asia_162,Asia-ZNMDLS,47.78,107.5,tree,TRW,1582,1996,  1,yes,Jacoby,,[]
Asia_163,Asia-ZSMDLS,48.13,100.27,tree,TRW,1513,2001,  1,yes,Jacoby,,[]
Asia_164,Asia-ZURTLS,46.52,100.95,tree,TRW,1340,2002,  1,yes,Cook,,[]
Asia_327,Asia-ZhejiangandF.Zhang.1980,25,118,documents,historic,1470,1960, 10,yes,Zhang,1980,[]
Aus_010,Aus-BuckleysChan.Buckley.1997,-42.27,145.87,tree,TRW,1463,1991,  1,yes,BUCKLEY,1997,'10.1023/A:1005322332230'
Aus_015,Aus-CTPEastTasma.Allen.2001,-41.31,147.75,tree,TRW,1430,1994,  1,yes,Allen,2002,'10.1046/j.1365-2699.2001.00546.x'
Aus_020,Aus-CTPWestTasma.Allen.2001,-41.67,145.67,tree,TRW,1547,1998,  1,yes,Allen,2002,'10.1046/j.1365-2699.2001.00546.x'
LPD335d863f,Aus-Duckhole.Saunders.2013,-43.3646,146.8749,lake sediment,reflectance,1140,2001,  2,yes,Saunders,2013,'10.1177/0959683612470176'
Aus_041,Aus-MtRead.Cook.2006,-41.83,145.53,tree,TRW,-494,2001,  1,yes,Cook,2006,'10.1002/jqs.1071'
Aus_057,Aus-Oroko.Cook.2002,-43.23,170.28,tree,TRW,781,2003,  1,yes,Cook,2002,'10.1016/S0921-8181(02)00078-4'
Aus_062,Aus-PinkPineNZ.Duncan.2010,-42,172,tree,TRW,1457,1999,  1,yes,Duncan,2010,'10.1007/s00382-010-0794-2'
Eur_017,Eur-CentralEu.Buntgen.2011,47,10.7,tree,TRW,-500,2003,  1,yes,Buntgen,2011,'10.1126/science.1197175'
Eur_022,Eur-CentralEu.Dobrovolny.2010,49,13,documents,TRW,1500,2007,  1,yes,Dobrovolný,2009,'10.1007/s10584-009-9724-x'
Eur_024,Eur-CentralandEa.Pla.2005,42.5,0.75,lake sediment,chrysophyte,578,1994, 25,yes,Pla,2004,'10.1007/s00382-004-0482-1'
Eur_010,Eur-CoastofPortu.Abrantes.2011,41.1,-8.9,marine sediment,,971,1993,  9,yes,Abrantes,2011,'10.3354/cr01010'
Eur_016,Eur-ECarpathians.Popa.2009,47,25.3,tree,TRW,1163,2005,  1,yes,Popa,2008,'10.1007/s00382-008-0439-x'
Eur_005,Eur-FinnishLakes.Helama.2014,56.125,28.325,tree,MXD,760,2000,  1,yes,Helama,2014,'10.2478/s13386-013-0163-0'
Eur_019,Eur-FrenchAlps.Buentgen.2012,44,7.5,tree,TRW,969,2007,  1,yes,Büntgen,2012,'10.1007/s10584-012-0450-4'
Eur_013,Eur-Jamtland.Gunnarson.2011,63.1,15,tree,MXD,1107,2007,  1,yes,Gunnarson,2010,'10.1007/s00382-010-0783-5'
Eur_003,Eur-LakeSilvapla.Larocque-Tobler.2010,46.5,9.8,lake sediment,chironomid,1032,1975,  1,yes,Larocque-Tobler,2010,'10.1016/j.quascirev.2010.04.018'
Eur_002,Eur-LakeSilvapla.Trachsel.2010,46.5,9.8,lake sediment,reflectance,1175,1949,  1,yes,Trachsel,2010,'10.1007/s10933-010-9468-7'
Eur_018,Eur-Lotschental.Buentgen.2006,46.4,7.8,tree,MXD,755,2004,  1,yes,Büntgen,2006,'10.1175/JCLI3917.1'
Eur_014,Eur-NScan.Esper.2012,68,25,tree,MXD,-138,2006,  1,yes,Esper,2012,'10.1038/nclimate1589'
Eur_011,Eur-NorthIceland.Ran.2011,66.5,-17.66,marine sediment,Diatoms, tranfers function,941,2006,  6,yes,Ran,2011,'10.1016/j.palaeo.2010.02.001'
Eur_020,Eur-SPyrenees.Linan.2012,42.5,1,tree,TRW,1260,2005,  1,yes,Dorado,2012,'10.5194/cp-8-919-2012'
Eur_007,Eur-Seebergsee.Larocque-Tobler.2012,46.15,7.5,lake sediment,,1083,2001,  1,yes,Larocque-Tobler,2012,'10.1016/j.quascirev.2012.03.010'
Eur_009,Eur-SouthIceland.Moffa-Sanchez2014,61.42,-19.53,marine sediment,,798,1915, 14,yes,Moffa-Sánchez,2014,'10.1038/ngeo2094'
Eur_008,Eur-Spain.Martin-Chivelet.2011,42.9,-3.5,speleothem,d18O,-1949,2000,  3,yes,Martín-Chivelet,2011,'10.1016/j.gloplacha.2011.02.002'
Eur_001,Eur-SpannagelCave.Mangini.2005,47.1,11.6,speleothem,d18O,-90,1935,  3,yes,Mangini,2005,'10.1016/j.epsl.2005.05.010'
Eur_006,Eur-Stockholm.Leijonhufvud.2010,59.32,18.06,documents,historic,1502,1892,  1,yes,Leijonhufvud,2009,'10.1007/s10584-009-9650-y'
Eur_026,Eur-Tallinn.Tarand.2001,59.4,24.75,documents,,1500,2000,  1,yes,Tarand,2001,'10.1023/A:1005673628980'
NAm_3801,NAm-Basin_P,44.5,-70.1,lake sediment,pollen,362,1960, 31,yes,Gajewski,1988,'Gajewski 1988'
NAm_004,NAm-CTR,46.7,-114.2,tree,TRW,1150,1998,  1,yes,Kipfmuller,,[]
NAm_3804,NAm-Clear_P,33.8,-79,lake sediment,pollen,52,1960, 39,yes,Gajewski,1988,'Gajewski 1988'
NAm_3807,NAm-Conroy_L,46.3,-67.9,lake sediment,pollen,10,1967, 33,yes,Gajewski,1988,'Gajewski 1988'
NAm_3810,NAm-Dark_L,45.3,-91.5,lake sediment,pollen,1044,1950, 18,yes,Gajewski,1988,'Gajewski 1988'
NAm_016,NAm-FRE,43,-109.6,tree,TRW,1227,2001,  1,yes,Hill,,[]
NAm_028,NAm-GB,37,-116.5,tree,TRW,1,2009,  1,yes,Salzer,,[]
NAm_3865,NAm-GreenLake,50.2,-122.9,lake sediment,,1388,1999,  1,yes,Schiefer,2006,'10.1139/e06-056'
NAm_3798,NAm-Hell_Kt,46.2,-89.7,lake sediment,pollen,-53,1960, 22,yes,Gajewski,1988,'Gajewski 1988'
NAm_3851,NAm-LClouds,48,91,lake sediment,pollen,1030,1970, 10,yes,Gajewski,1988,'10.1016/0033-5894(88)90034-8'
NAm_3853,NAm-L_Noir,45.8,-75.1,lake sediment,pollen,1007,2007, 10,yes,Paquette,2013,'10.1016/j.quascirev.2013.06.007'
NAm_3868,NAm-LakeMina,45.89,-95.478,lake sediment,pollen,1120,1900,  4,yes,St.,2008,'10.1016/j.quascirev.2008.01.005'
NAm_3867,NAm-LakeMina,45.89,-95.478,lake sediment,pollen,1120,1900,  4,yes,St.,2008,'10.1016/j.quascirev.2008.01.005'
NAm_3819,NAm-Little_Pine_L,45.3,-91.5,lake sediment,pollen,1237,1950, 18,yes,Gajewski,1988,'Gajewski 1988'
NAm_3870,NAm-OCNM,42.083,-123.416,speleothem,d18O,-6015,1716,  2,yes,Ersek,2012,'10.1038/ncomms2222'
NAm_3816,NAm-Ruby_L,45.3,-91.5,lake sediment,pollen,1121,1965, 17,yes,Gajewski,1988,'Gajewski 1988'
NAm_040,NAm-SFP,35.3,-111.4,tree,TRW,1,2002,  1,yes,Salzer,,[]
NAm_052,NAm-SOV,36.5,-118.3,tree,TRW,494,2001,  1,yes,Bunn,,[]
NAm_3796,NAm-STREC,54.21,-71.35,tree,,910,2011,  1,yes,Gennaretti,2014,'10.1073/pnas.1324220111'
NAm_064,NAm-ak001,60.4,-147.8,tree,TRW,1422,1972,  1,yes,Fritts,,[]
NAm_088,NAm-ak006,63.7,-149.6,tree,MXD,1551,1983,  1,yes,Schweingruber,,[]
NAm_148,NAm-ak010,61.8,-147.3,tree,TRW,1654,1983,  1,yes,Schweingruber,,[]
NAm_160,NAm-ak010,61.8,-147.3,tree,MXD,1654,1983,  1,yes,Schweingruber,,[]
NAm_172,NAm-ak014,58.1,-152.7,tree,TRW,1690,1996,  1,yes,Harlan,,[]
NAm_184,NAm-ak021,60,-141.7,tree,TRW,1428,1995,  1,yes,Wiles,,[]
NAm_196,NAm-ak035,63.3,-147.8,tree,TRW,1642,1997,  1,yes,Lloyd,,[]
NAm_220,NAm-ak046,67.1,-159.6,tree,TRW,978,1992,  1,yes,King,,[]
NAm_232,NAm-ak057,65.2,-162.2,tree,TRW,1607,2002,  1,yes,R.,,[]
NAm_244,NAm-ak058,65.2,-162.2,tree,TRW,1406,2002,  1,yes,R.,,[]
NAm_256,NAm-ak060,65.2,-162.3,tree,TRW,1621,2002,  1,yes,R.,,[]
NAm_280,NAm-ak070,65.2,-162.2,tree,TRW,1556,2002,  1,yes,R.,,[]
NAm_292,NAm-ak074,62.4,-143.1,tree,TRW,1471,1997,  1,yes,Jacoby,,[]
NAm_304,NAm-ak074,62.4,-143.1,tree,MXD,1540,1997,  1,yes,Jacoby,,[]
NAm_364,NAm-ak078,61.3,-142.7,tree,TRW,1557,1997,  1,yes,Jacoby,,[]
NAm_388,NAm-ak094,60.5,-148.3,tree,TRW,873,1991,  1,yes,Barclay,,[]
NAm_412,NAm-ak098,55.3,-131.6,tree,TRW,1550,1999,  1,yes,Wiles,,[]
NAm_424,NAm-ak102,58.4,-134.6,tree,TRW,1380,1999,  1,yes,Wiles,,[]
NAm_436,NAm-ak114,56,-132,tree,TRW,1343,2000,  1,yes,DArrigo,,[]
NAm_448,NAm-ak115,65.2,-162.3,tree,TRW,1389,2001,  1,yes,DArrigo,,[]
NAm_460,NAm-ak115,65.2,-162.3,tree,MXD,1389,2001,  1,yes,DArrigo,,[]
NAm_3748,NAm-ak116,62,-142,tree,MXD,1540,1998,  1,yes,DArrigo,,[]
NAm_3760,NAm-ak117,67,-152,tree,MXD,1524,1990,  1,yes,DArrigo,,[]
NAm_3772,NAm-ak132,68.7,-141.6,tree,MXD,1073,2002,  1,yes,Anchukaitis,,[]
NAm_484,NAm-ak6,57.1,-135.4,tree,TRW,1605,1985,  1,yes,,,[]
NAm_520,NAm-az553,35.4,-110.2,tree,MXD,1453,1983,  1,yes,Briffa,,[]
NAm_568,NAm-az555,32.5,-110.8,tree,MXD,1568,1983,  1,yes,Briffa,,[]
NAm_616,NAm-ca528,36.5,-118.2,tree,TRW,898,1987,  1,yes,Graybill,,[]
NAm_628,NAm-ca529,36.3,-118.4,tree,TRW,699,1987,  1,yes,Graybill,,[]
NAm_640,NAm-ca530,36.3,-118.2,tree,TRW,917,1987,  1,yes,Graybill,,[]
NAm_664,NAm-ca534,37.2,-118.1,tree,TRW,-1,1990,  1,yes,Graybill,,[]
NAm_760,NAm-ca560,37.8,-119.3,tree,MXD,1513,1983,  1,yes,Briffa,,[]
NAm_772,NAm-ca603,37.9,-119.2,tree,TRW,1430,1996,  1,yes,,,[]
NAm_796,NAm-ca606,37.8,-119.2,tree,TRW,800,1996,  1,yes,King,,[]
NAm_808,NAm-ca609,34.1,-116.8,tree,TRW,1534,1995,  1,yes,Biondi,,[]
NAm_868,NAm-ca636,36.3,-118.3,tree,TRW,831,1992,  1,yes,Graumlich,,[]
NAm_880,NAm-ca637,36.4,-118.2,tree,TRW,-215,1992,  1,yes,Graumlich,,[]
NAm_916,NAm-cana002,58.4,-68.4,tree,TRW,1641,1974,  1,yes,Fritts,,[]
NAm_940,NAm-cana029,68.6,-138.6,tree,TRW,1570,1977,  1,yes,Church,,[]
NAm_976,NAm-cana053,62.7,-111,tree,MXD,1610,1988,  1,yes,Schweingruber,,[]
NAm_1012,NAm-cana062,56.2,-67.7,tree,TRW,1659,1988,  1,yes,Schweingruber,,[]
NAm_1024,NAm-cana062,56.2,-67.7,tree,MXD,1659,1988,  1,yes,Schweingruber,,[]
NAm_1072,NAm-cana082,61.7,-139.7,tree,MXD,1585,1983,  1,yes,Schweingruber,,[]
NAm_1108,NAm-cana091,54.9,-127.3,tree,TRW,1680,1983,  1,yes,Schweingruber,,[]
NAm_1120,NAm-cana091,54.9,-127.3,tree,MXD,1680,1983,  1,yes,Schweingruber,,[]
NAm_1168,NAm-cana094,53.3,-120.7,tree,MXD,1649,1983,  1,yes,Schweingruber,,[]
NAm_1204,NAm-cana096,52.3,-117,tree,TRW,1608,1983,  1,yes,Schweingruber,,[]
NAm_1216,NAm-cana096,52.3,-117,tree,MXD,1608,1983,  1,yes,Schweingruber,,[]
NAm_1240,NAm-cana097,51.8,-116.2,tree,MXD,1634,1983,  1,yes,Schweingruber,,[]
NAm_1312,NAm-cana111,49.4,-123.1,tree,MXD,1413,1983,  1,yes,Briffa,,[]
NAm_1360,NAm-cana113,49.2,-125.2,tree,MXD,1629,1983,  1,yes,Briffa,,[]
NAm_1384,NAm-cana151,49.9,-118.9,tree,TRW,1669,1998,  1,yes,Parish,,[]
NAm_1396,NAm-cana153,67.2,-115.9,tree,TRW,1428,1977,  1,yes,Jacoby,,[]
NAm_1408,NAm-cana155,64,-103.9,tree,TRW,1491,1984,  1,yes,Jacoby,,[]
NAm_1420,NAm-cana157,65,-138.3,tree,TRW,1550,1975,  1,yes,Jacoby,,[]
NAm_1432,NAm-cana169,55.3,-77.8,tree,TRW,1352,1989,  1,yes,Schweingruber,,[]
NAm_1444,NAm-cana169,55.3,-77.8,tree,MXD,1352,1989,  1,yes,Schweingruber,,[]
NAm_1468,NAm-cana170,51.4,-117.3,tree,MXD,1072,1991,  1,yes,Schweingruber,,[]
NAm_1492,NAm-cana171,52.3,-117.3,tree,MXD,1665,1994,  1,yes,Schweingruber,,[]
NAm_1564,NAm-cana210,56.9,-61.5,tree,TRW,1634,1997,  1,yes,,,[]
NAm_1576,NAm-cana225,50.2,-117.1,tree,TRW,1669,1997,  1,yes,Wilson,,[]
NAm_1588,NAm-cana225,50.2,-117.1,tree,MXD,1685,1997,  1,yes,Wilson,,[]
NAm_1600,NAm-cana228,49.4,-117.2,tree,TRW,1693,1997,  1,yes,Wilson,,[]
NAm_1636,NAm-cana231,50.6,-118.6,tree,TRW,1477,1997,  1,yes,Wilson,,[]
NAm_1648,NAm-cana231,50.6,-118.6,tree,MXD,1528,1997,  1,yes,Wilson,,[]
NAm_1660,NAm-cana234,49.7,-118.9,tree,TRW,1580,1997,  1,yes,Wilson,,[]
NAm_1672,NAm-cana234,49.7,-118.9,tree,MXD,1512,1997,  1,yes,Wilson,,[]
NAm_1708,NAm-cana238,50.7,-121.5,tree,TRW,1554,1997,  1,yes,Wilson,,[]
NAm_1720,NAm-cana238,50.7,-121.5,tree,MXD,1689,1997,  1,yes,Wilson,,[]
NAm_1744,NAm-cana313,56,-61,tree,TRW,1689,1998,  1,yes,DArrigo,,[]
NAm_1816,NAm-cana321,69.5,-127.8,tree,MXD,1550,1993,  1,yes,Jacoby,,[]
NAm_1828,NAm-cana324,58,-94,tree,TRW,1650,1982,  1,yes,DArrigo,,[]
NAm_1840,NAm-cana351,52.7,-118.3,tree,TRW,1104,1996,  1,yes,,,[]
NAm_1852,NAm-cana352,50.8,-115.3,tree,TRW,1069,1993,  1,yes,Colenutt,,[]
NAm_1876,NAm-cana354,60.2,-138.5,tree,TRW,913,2001,  1,yes,,,[]
NAm_1924,NAm-cana358,59.9,-136.8,tree,TRW,1670,2003,  1,yes,Luckman,,[]
NAm_1936,NAm-cana359,59.8,-136.6,tree,TRW,1572,2003,  1,yes,Luckman,,[]
NAm_1972,NAm-cana378,61.4,-128.4,tree,TRW,1697,2002,  1,yes,,,[]
NAm_1996,NAm-cana382,59.6,-133.4,tree,TRW,1645,1999,  1,yes,,,[]
NAm_2008,NAm-cana384,60.1,-134.4,tree,TRW,1700,2003,  1,yes,Kenigsberg,,[]
NAm_2056,NAm-cana421,51.1,-115.8,tree,MXD,1440,1987,  1,yes,Colenutt,,[]
NAm_2068,NAm-cana430,52.2,-117.2,tree,TRW,920,1987,  1,yes,Luckman,,[]
NAm_2080,NAm-cana430,52.2,-117.2,tree,MXD,1665,1994,  1,yes,Luckman,,[]
NAm_2092,NAm-cana432,52.7,-118.3,tree,TRW,1563,1996,  1,yes,Luckman,,[]
NAm_2116,NAm-cana434,51.7,-116.5,tree,TRW,1575,2000,  1,yes,,,[]
NAm_2128,NAm-cana435,52.9,-117.3,tree,TRW,1528,1990,  1,yes,Luckman,,[]
NAm_2152,NAm-cana437,52.6,-117.9,tree,TRW,1513,1990,  1,yes,Luckman,,[]
NAm_2164,NAm-cana438,50.6,-115,tree,TRW,1613,1987,  1,yes,Luckman,,[]
NAm_2176,NAm-cana439,52.2,-117.2,tree,TRW,1428,2000,  1,yes,Kavanagh,,[]
NAm_2212,NAm-cana443,50.9,-115.2,tree,TRW,1619,1987,  1,yes,Luckman,,[]
NAm_2236,NAm-cana446,53,-118.2,tree,TRW,1625,1990,  1,yes,Luckman,,[]
